product,timestamp,mid_price
EMERALDS,0,10000.0
EMERALDS,100,10000.0
EMERALDS,200,10000.0
EMERALDS,300,10000.0
EMERALDS,400,10000.0
EMERALDS,500,10000.0
EMERALDS,600,10000.0
EMERALDS,700,9998.0
EMERALDS,800,10000.0
EMERALDS,900,10000.0
EMERALDS,1000,10000.0
EMERALDS,1100,10000.0
EMERALDS,1200,10000.0
EMERALDS,1300,10000.0
EMERALDS,1400,10000.0
EMERALDS,1500,10000.0
EMERALDS,1600,10000.0
EMERALDS,1700,10000.0
EMERALDS,1800,10000.0
EMERALDS,1900,10000.0
EMERALDS,2000,10000.0
EMERALDS,2100,10000.0
EMERALDS,2200,10000.0
EMERALDS,2300,10000.0
EMERALDS,2400,10000.0
EMERALDS,2500,10002.0
EMERALDS,2600,10000.0
EMERALDS,2700,10000.0
EMERALDS,2800,9998.0
EMERALDS,2900,10000.0
EMERALDS,3000,10000.0
EMERALDS,3100,10000.0
EMERALDS,3200,10000.0
EMERALDS,3300,10000.0
EMERALDS,3400,10000.0
EMERALDS,3500,10000.0
EMERALDS,3600,10000.0
EMERALDS,3700,10000.0
EMERALDS,3800,9998.0
EMERALDS,3900,10000.0
EMERALDS,4000,10000.0
EMERALDS,4100,10000.0
EMERALDS,4200,10002.0
EMERALDS,4300,10000.0
EMERALDS,4400,10000.0
EMERALDS,4500,10000.0
EMERALDS,4600,10000.0
EMERALDS,4700,10000.0
EMERALDS,4800,10000.0
EMERALDS,4900,10000.0
EMERALDS,5000,9998.0
EMERALDS,5100,10000.0
EMERALDS,5200,10000.0
EMERALDS,5300,10000.0
EMERALDS,5400,10000.0
EMERALDS,5500,10000.0
EMERALDS,5600,10000.0
EMERALDS,5700,10000.0
EMERALDS,5800,10000.0
EMERALDS,5900,10002.0
EMERALDS,6000,10000.0
EMERALDS,6100,10000.0
EMERALDS,6200,10000.0
EMERALDS,6300,10000.0
EMERALDS,6400,10000.0
EMERALDS,6500,10000.0
EMERALDS,6600,10000.0
EMERALDS,6700,10000.0
EMERALDS,6800,10000.0
EMERALDS,6900,10000.0
EMERALDS,7000,10000.0
EMERALDS,7100,10000.0
EMERALDS,7200,10000.0
EMERALDS,7300,10000.0
EMERALDS,7400,10000.0
EMERALDS,7500,9998.0
EMERALDS,7600,10000.0
EMERALDS,7700,10000.0
EMERALDS,7800,10000.0
EMERALDS,7900,10000.0
EMERALDS,8000,10000.0
EMERALDS,8100,10000.0
EMERALDS,8200,10000.0
EMERALDS,8300,10000.0
EMERALDS,8400,10000.0
EMERALDS,8500,10000.0
EMERALDS,8600,10000.0
EMERALDS,8700,10000.0
EMERALDS,8800,10002.0
EMERALDS,8900,10000.0
EMERALDS,9000,10000.0
EMERALDS,9100,10000.0
EMERALDS,9200,10000.0
EMERALDS,9300,10000.0
EMERALDS,9400,10000.0
EMERALDS,9500,10000.0
EMERALDS,9600,10000.0
EMERALDS,9700,10000.0
EMERALDS,9800,10000.0
EMERALDS,9900,10000.0
EMERALDS,10000,10000.0
EMERALDS,10100,10000.0
EMERALDS,10200,10000.0
EMERALDS,10300,10000.0
EMERALDS,10400,10000.0
EMERALDS,10500,10000.0
EMERALDS,10600,10000.0
EMERALDS,10700,10000.0
EMERALDS,10800,10000.0
EMERALDS,10900,10000.0
EMERALDS,11000,10000.0
EMERALDS,11100,10000.0
EMERALDS,11200,10002.0
EMERALDS,11300,10000.0
EMERALDS,11400,10000.0
EMERALDS,11500,10000.0
EMERALDS,11600,10000.0
EMERALDS,11700,10000.0
EMERALDS,11800,10000.0
EMERALDS,11900,10000.0
EMERALDS,12000,10000.0
EMERALDS,12100,10000.0
EMERALDS,12200,10000.0
EMERALDS,12300,9998.0
EMERALDS,12400,10000.0
EMERALDS,12500,10000.0
EMERALDS,12600,10000.0
EMERALDS,12700,10000.0
EMERALDS,12800,10000.0
EMERALDS,12900,10000.0
EMERALDS,13000,10000.0
EMERALDS,13100,10000.0
EMERALDS,13200,10000.0
EMERALDS,13300,9998.0
EMERALDS,13400,10000.0
EMERALDS,13500,10000.0
EMERALDS,13600,10000.0
EMERALDS,13700,10000.0
EMERALDS,13800,10000.0
EMERALDS,13900,10000.0
EMERALDS,14000,10000.0
EMERALDS,14100,10000.0
EMERALDS,14200,10000.0
EMERALDS,14300,10002.0
EMERALDS,14400,10000.0
EMERALDS,14500,10000.0
EMERALDS,14600,9998.0
EMERALDS,14700,10000.0
EMERALDS,14800,10000.0
EMERALDS,14900,10000.0
EMERALDS,15000,10000.0
EMERALDS,15100,10000.0
EMERALDS,15200,10000.0
EMERALDS,15300,10000.0
EMERALDS,15400,10000.0
EMERALDS,15500,10000.0
EMERALDS,15600,10000.0
EMERALDS,15700,10000.0
EMERALDS,15800,10000.0
EMERALDS,15900,10000.0
EMERALDS,16000,10000.0
EMERALDS,16100,10000.0
EMERALDS,16200,10000.0
EMERALDS,16300,10000.0
EMERALDS,16400,10000.0
EMERALDS,16500,10000.0
EMERALDS,16600,10000.0
EMERALDS,16700,10000.0
EMERALDS,16800,10000.0
EMERALDS,16900,10000.0
EMERALDS,17000,10000.0
EMERALDS,17100,9998.0
EMERALDS,17200,10000.0
EMERALDS,17300,10000.0
EMERALDS,17400,10000.0
EMERALDS,17500,10000.0
EMERALDS,17600,10000.0
EMERALDS,17700,10000.0
EMERALDS,17800,10000.0
EMERALDS,17900,10000.0
EMERALDS,18000,10000.0
EMERALDS,18100,10000.0
EMERALDS,18200,10000.0
EMERALDS,18300,10000.0
EMERALDS,18400,10000.0
EMERALDS,18500,10000.0
EMERALDS,18600,10000.0
EMERALDS,18700,10000.0
EMERALDS,18800,10000.0
EMERALDS,18900,10000.0
EMERALDS,19000,10000.0
EMERALDS,19100,10000.0
EMERALDS,19200,10000.0
EMERALDS,19300,10000.0
EMERALDS,19400,10000.0
EMERALDS,19500,10000.0
EMERALDS,19600,10000.0
EMERALDS,19700,10000.0
EMERALDS,19800,10000.0
EMERALDS,19900,10000.0
EMERALDS,20000,10000.0
EMERALDS,20100,10000.0
EMERALDS,20200,10000.0
EMERALDS,20300,10000.0
EMERALDS,20400,10000.0
EMERALDS,20500,10000.0
EMERALDS,20600,10000.0
EMERALDS,20700,10000.0
EMERALDS,20800,10000.0
EMERALDS,20900,10000.0
EMERALDS,21000,10000.0
EMERALDS,21100,10000.0
EMERALDS,21200,10000.0
EMERALDS,21300,10000.0
EMERALDS,21400,10000.0
EMERALDS,21500,10000.0
EMERALDS,21600,10000.0
EMERALDS,21700,10000.0
EMERALDS,21800,10000.0
EMERALDS,21900,10002.0
EMERALDS,22000,10000.0
EMERALDS,22100,10000.0
EMERALDS,22200,10000.0
EMERALDS,22300,10000.0
EMERALDS,22400,10000.0
EMERALDS,22500,10000.0
EMERALDS,22600,10000.0
EMERALDS,22700,10000.0
EMERALDS,22800,10002.0
EMERALDS,22900,10000.0
EMERALDS,23000,10000.0
EMERALDS,23100,10000.0
EMERALDS,23200,10000.0
EMERALDS,23300,10000.0
EMERALDS,23400,10000.0
EMERALDS,23500,10000.0
EMERALDS,23600,10000.0
EMERALDS,23700,10000.0
EMERALDS,23800,10000.0
EMERALDS,23900,10000.0
EMERALDS,24000,10000.0
EMERALDS,24100,9998.0
EMERALDS,24200,10000.0
EMERALDS,24300,10000.0
EMERALDS,24400,10000.0
EMERALDS,24500,10000.0
EMERALDS,24600,10000.0
EMERALDS,24700,10000.0
EMERALDS,24800,10000.0
EMERALDS,24900,10000.0
EMERALDS,25000,10000.0
EMERALDS,25100,10000.0
EMERALDS,25200,10000.0
EMERALDS,25300,10000.0
EMERALDS,25400,10000.0
EMERALDS,25500,10002.0
EMERALDS,25600,10000.0
EMERALDS,25700,10000.0
EMERALDS,25800,10000.0
EMERALDS,25900,10000.0
EMERALDS,26000,10000.0
EMERALDS,26100,10000.0
EMERALDS,26200,10000.0
EMERALDS,26300,10000.0
EMERALDS,26400,10000.0
EMERALDS,26500,10000.0
EMERALDS,26600,10000.0
EMERALDS,26700,10000.0
EMERALDS,26800,10000.0
EMERALDS,26900,10000.0
EMERALDS,27000,10002.0
EMERALDS,27100,10002.0
EMERALDS,27200,10002.0
EMERALDS,27300,10000.0
EMERALDS,27400,10000.0
EMERALDS,27500,10000.0
EMERALDS,27600,10000.0
EMERALDS,27700,10000.0
EMERALDS,27800,10000.0
EMERALDS,27900,10000.0
EMERALDS,28000,10000.0
EMERALDS,28100,10000.0
EMERALDS,28200,10000.0
EMERALDS,28300,10000.0
EMERALDS,28400,10000.0
EMERALDS,28500,10000.0
EMERALDS,28600,10000.0
EMERALDS,28700,10000.0
EMERALDS,28800,10000.0
EMERALDS,28900,10000.0
EMERALDS,29000,10000.0
EMERALDS,29100,10002.0
EMERALDS,29200,10000.0
